return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0001105,OR0007902,OL000018631,2024-10-02,Late Delivery,8.26,Refunded
RE0001106,OR0033337,OL000077661,2024-10-19,Damaged,98.77,Store Credit
RE0001107,OR0013110,OL000030741,2023-09-18,Duplicate Order,18.03,Refunded
RE0001108,OR0064259,OL000150051,2025-07-25,Price Match,24.45,Exchange
RE0001109,OR0019132,OL000044645,2024-09-29,Price Match,256.01,Refunded
RE0001110,OR0056410,OL000131754,2025-04-18,Damaged,36.94,Exchange
RE0001111,OR0127483,OL000297298,2024-07-09,Price Match,8.21,Refunded
RE0001112,OR0068031,OL000158833,2026-01-16,Changed Mind,51.06,Refunded
RE0001113,OR0013203,OL000030952,2023-02-26,Damaged,448.91,Refunded
RE0001114,OR0061545,OL000143657,2024-08-24,Wrong Item,4.06,Store Credit
RE0001115,OR0061406,OL000143343,2025-04-25,Damaged,14.4,Store Credit
RE0001116,OR0000320,OL000000773,2025-09-26,Damaged,108.89,Refunded
RE0001117,OR0073740,OL000172066,2024-09-01,Duplicate Order,40.91,Refunded
RE0001118,OR0098402,OL000229494,2025-09-25,Duplicate Order,44.31,Exchange
RE0001119,OR0067675,OL000158004,2023-05-17,Late Delivery,4.17,Exchange
RE0001120,OR0117389,OL000273795,2025-10-20,Damaged,154.66,Refunded
RE0001121,OR0051763,OL000120714,2024-11-25,Changed Mind,270.79,Refunded
RE0001122,OR0050989,OL000118838,2023-07-18,Wrong Item,115.54,Refunded
RE0001123,OR0038084,OL000088727,2025-06-12,Wrong Item,18.59,Exchange
RE0001124,OR0047874,OL000111451,2025-05-08,Quality Issue,20.51,Exchange
RE0001125,OR0119619,OL000278890,2024-01-29,Damaged,17.14,Exchange
RE0001126,OR0066342,OL000154912,2025-06-26,Quality Issue,14.14,Store Credit
RE0001127,OR0019398,OL000045274,2025-03-19,Price Match,91.74,Exchange
RE0001128,OR0120866,OL000281828,2025-01-14,Changed Mind,180.49,Exchange
RE0001129,OR0094025,OL000219415,2025-01-18,Quality Issue,36.45,Refunded
RE0001130,OR0068136,OL000159050,2024-11-29,Quality Issue,35.41,Store Credit
RE0001131,OR0106950,OL000249605,2023-04-11,Late Delivery,3.48,Refunded
RE0001132,OR0040056,OL000093288,2024-07-16,Damaged,26.29,Refunded
RE0001133,OR0052862,OL000123309,2025-09-23,Changed Mind,110.35,Store Credit
RE0001134,OR0109917,OL000256421,2025-01-19,Price Match,41.19,Exchange
RE0001135,OR0040529,OL000094412,2026-01-14,Late Delivery,15.74,Store Credit
RE0001136,OR0052294,OL000121955,2023-12-18,Changed Mind,223.27,Refunded
RE0001137,OR0041124,OL000095761,2023-11-04,Wrong Item,163.18,Store Credit
RE0001138,OR0078031,OL000181996,2023-08-21,Late Delivery,26.89,Refunded
RE0001139,OR0065968,OL000154017,2023-07-05,Wrong Item,10.97,Store Credit
RE0001140,OR0097462,OL000227351,2025-08-06,Changed Mind,4.59,Exchange
RE0001141,OR0051233,OL000119439,2024-04-05,Wrong Item,380.11,Refunded
RE0001142,OR0121155,OL000282510,2025-06-26,Wrong Item,18.21,Exchange
RE0001143,OR0096266,OL000224554,2025-03-24,Duplicate Order,183.09,Store Credit
RE0001144,OR0031915,OL000074432,2025-02-08,Wrong Item,26.02,Refunded
RE0001145,OR0077859,OL000181607,2024-05-26,Late Delivery,80.71,Exchange
RE0001146,OR0038301,OL000089241,2025-08-22,Wrong Item,210.83,Store Credit
RE0001147,OR0033538,OL000078138,2023-11-10,Late Delivery,4.96,Refunded
RE0001148,OR0036172,OL000084225,2023-11-05,Damaged,9.05,Store Credit
RE0001149,OR0090378,OL000210813,2023-10-24,Quality Issue,5.83,Store Credit
RE0001150,OR0123029,OL000286917,2025-07-21,Quality Issue,236.3,Refunded
RE0001151,OR0093328,OL000217767,2024-11-29,Late Delivery,43.49,Refunded
RE0001152,OR0030358,OL000070895,2023-12-19,Changed Mind,27.47,Refunded
RE0001153,OR0101549,OL000236823,2023-12-01,Wrong Item,86.43,Refunded
RE0001154,OR0026799,OL000062568,2023-11-08,Wrong Item,7.01,Refunded
RE0001155,OR0020722,OL000048325,2024-08-23,Wrong Item,41.79,Exchange
RE0001156,OR0067380,OL000157361,2025-01-27,Quality Issue,174.51,Refunded
RE0001157,OR0114801,OL000267837,2024-08-27,Duplicate Order,31.65,Exchange
RE0001158,OR0076133,OL000177663,2026-01-11,Late Delivery,67.58,Refunded
RE0001159,OR0106519,OL000248604,2025-08-06,Quality Issue,21.24,Exchange
RE0001160,OR0121525,OL000283379,2025-06-27,Wrong Item,66.98,Exchange
RE0001161,OR0106126,OL000247698,2024-05-10,Late Delivery,5.64,Refunded
RE0001162,OR0119519,OL000278647,2025-10-15,Late Delivery,8.78,Exchange
RE0001163,OR0068007,OL000158770,2024-02-17,Damaged,35.08,Refunded
RE0001164,OR0088838,OL000207154,2023-06-02,Quality Issue,107.25,Refunded
RE0001165,OR0126504,OL000295024,2023-07-26,Changed Mind,231.29,Exchange
RE0001166,OR0082539,OL000192421,2023-03-03,Duplicate Order,7.19,Refunded
RE0001167,OR0040739,OL000094902,2025-10-30,Damaged,55.33,Refunded
RE0001168,OR0014276,OL000033468,2025-05-19,Quality Issue,14.05,Exchange
RE0001169,OR0031756,OL000074084,2024-04-14,Duplicate Order,1674.28,Store Credit
RE0001170,OR0115849,OL000270294,2025-01-20,Quality Issue,64.5,Store Credit
RE0001171,OR0037977,OL000088458,2024-04-09,Quality Issue,883.79,Refunded
RE0001172,OR0046728,OL000108841,2023-05-10,Duplicate Order,29.29,Refunded
RE0001173,OR0050219,OL000116975,2024-03-09,Quality Issue,38.03,Refunded
RE0001174,OR0111143,OL000259260,2023-06-03,Changed Mind,8.85,Refunded
RE0001175,OR0016186,OL000037786,2023-10-25,Price Match,291.04,Refunded
RE0001176,OR0007234,OL000017021,2023-12-14,Quality Issue,107.36,Store Credit
RE0001177,OR0003231,OL000007585,2024-04-04,Price Match,6.22,Store Credit
RE0001178,OR0080771,OL000188259,2025-12-11,Changed Mind,15.49,Store Credit
RE0001179,OR0077503,OL000180755,2023-12-08,Duplicate Order,7.69,Refunded
RE0001180,OR0101419,OL000236541,2025-11-23,Quality Issue,57.48,Refunded
RE0001181,OR0064102,OL000149649,2025-08-30,Changed Mind,80.99,Refunded
RE0001182,OR0070891,OL000165452,2023-11-13,Wrong Item,49.97,Refunded
RE0001183,OR0110469,OL000257770,2025-07-26,Duplicate Order,8.61,Exchange
RE0001184,OR0048728,OL000113448,2025-09-30,Price Match,423.08,Refunded
RE0001185,OR0108694,OL000253601,2025-01-15,Wrong Item,8.31,Exchange
RE0001186,OR0092219,OL000215178,2025-11-11,Damaged,107.73,Exchange
RE0001187,OR0111817,OL000260836,2024-03-29,Changed Mind,72.86,Refunded
RE0001188,OR0013847,OL000032472,2024-02-16,Wrong Item,616.38,Refunded
RE0001189,OR0119073,OL000277579,2023-06-28,Duplicate Order,28.24,Refunded
RE0001190,OR0036811,OL000085665,2023-03-18,Late Delivery,10.24,Exchange
RE0001191,OR0035021,OL000081572,2025-09-26,Quality Issue,19.28,Refunded
RE0001192,OR0047343,OL000110229,2023-05-16,Duplicate Order,35.78,Refunded
RE0001193,OR0021541,OL000050269,2024-09-28,Wrong Item,286.46,Refunded
RE0001194,OR0087841,OL000204876,2024-03-07,Damaged,66.94,Store Credit
RE0001195,OR0059214,OL000138229,2025-12-21,Price Match,18.44,Refunded
RE0001196,OR0085900,OL000200270,2024-07-31,Damaged,21.01,Exchange
RE0001197,OR0037691,OL000087781,2023-10-12,Price Match,103.63,Exchange
RE0001198,OR0100288,OL000233879,2025-11-23,Price Match,20.79,Exchange
RE0001199,OR0054294,OL000126641,2024-02-09,Quality Issue,155.1,Exchange
RE0001200,OR0126883,OL000295913,2023-10-30,Late Delivery,421.21,Refunded
RE0001201,OR0110496,OL000257825,2025-05-21,Quality Issue,21.78,Refunded
RE0001202,OR0092373,OL000215523,2025-02-07,Price Match,6.88,Refunded
RE0001203,OR0041023,OL000095532,2025-08-23,Damaged,61.16,Refunded
RE0001204,OR0127221,OL000296677,2024-10-03,Changed Mind,204.37,Store Credit
RE0001205,OR0057483,OL000134202,2024-10-18,Duplicate Order,129.83,Store Credit
RE0001206,OR0023323,OL000054332,2023-09-22,Late Delivery,239.24,Store Credit
RE0001207,OR0059702,OL000139388,2025-01-09,Damaged,17.44,Store Credit
RE0001208,OR0098689,OL000230200,2025-09-27,Wrong Item,456.17,Refunded
RE0001209,OR0069760,OL000162831,2025-07-30,Changed Mind,411.79,Exchange
RE0001210,OR0070534,OL000164641,2024-01-08,Price Match,39.95,Exchange
RE0001211,OR0090530,OL000211201,2024-06-25,Changed Mind,22.79,Refunded
RE0001212,OR0129283,OL000301512,2025-10-09,Quality Issue,460.25,Refunded
RE0001213,OR0111846,OL000260899,2024-12-18,Damaged,12.62,Exchange
RE0001214,OR0048068,OL000111944,2025-10-16,Wrong Item,32.23,Refunded
RE0001215,OR0120306,OL000280462,2023-09-29,Quality Issue,13.8,Exchange
RE0001216,OR0121297,OL000282840,2024-12-29,Price Match,32.77,Exchange
RE0001217,OR0103883,OL000242420,2025-05-31,Damaged,274.86,Refunded
RE0001218,OR0066110,OL000154353,2024-08-12,Changed Mind,343.36,Exchange
RE0001219,OR0089378,OL000208429,2023-11-02,Price Match,65.67,Exchange
RE0001220,OR0009718,OL000022863,2025-01-11,Damaged,29.17,Refunded
RE0001221,OR0084378,OL000196728,2025-02-26,Quality Issue,114.61,Store Credit
RE0001222,OR0073803,OL000172213,2023-11-27,Late Delivery,265.36,Refunded
RE0001223,OR0092943,OL000216860,2024-10-01,Late Delivery,10.55,Exchange
RE0001224,OR0044604,OL000103792,2024-04-08,Changed Mind,4.68,Refunded
RE0001225,OR0120812,OL000281683,2024-04-15,Changed Mind,104.11,Refunded
RE0001226,OR0037964,OL000088437,2023-09-13,Wrong Item,11.4,Refunded
RE0001227,OR0098670,OL000230150,2024-10-16,Price Match,17.73,Refunded
RE0001228,OR0129727,OL000302485,2023-10-20,Damaged,295.41,Refunded
RE0001229,OR0005740,OL000013464,2024-03-28,Late Delivery,30.08,Exchange
RE0001230,OR0009263,OL000021794,2025-11-21,Changed Mind,37.35,Refunded
RE0001231,OR0070339,OL000164170,2025-03-01,Duplicate Order,78.69,Store Credit
RE0001232,OR0082851,OL000193106,2023-10-06,Changed Mind,46.89,Refunded
RE0001233,OR0068872,OL000160705,2024-07-03,Price Match,11.06,Exchange
RE0001234,OR0074128,OL000173003,2024-09-07,Wrong Item,177.35,Refunded
RE0001235,OR0051301,OL000119595,2023-12-06,Duplicate Order,251.12,Refunded
RE0001236,OR0113923,OL000265746,2023-12-13,Wrong Item,18.2,Refunded
RE0001237,OR0076572,OL000178655,2024-09-22,Damaged,3.47,Exchange
RE0001238,OR0052383,OL000122194,2023-07-01,Price Match,4.1,Store Credit
RE0001239,OR0050617,OL000117966,2023-07-01,Duplicate Order,6.25,Exchange
RE0001240,OR0013263,OL000031099,2025-08-25,Late Delivery,202.77,Refunded
RE0001241,OR0012480,OL000029300,2024-11-23,Quality Issue,5.83,Refunded
RE0001242,OR0071716,OL000167355,2023-10-30,Changed Mind,48.45,Refunded
RE0001243,OR0027190,OL000063452,2025-11-08,Damaged,40.21,Exchange
RE0001244,OR0105909,OL000247179,2024-01-31,Price Match,85.55,Refunded
RE0001245,OR0061180,OL000142802,2025-02-25,Quality Issue,15.76,Refunded
RE0001246,OR0000490,OL000001186,2024-06-06,Damaged,113.34,Refunded
RE0001247,OR0119174,OL000277822,2023-08-13,Changed Mind,32.48,Refunded
RE0001248,OR0081061,OL000188950,2023-12-27,Price Match,120.77,Refunded
RE0001249,OR0117008,OL000272899,2025-07-04,Damaged,17.16,Exchange
RE0001250,OR0120433,OL000280770,2024-11-18,Wrong Item,5.55,Refunded
RE0001251,OR0036231,OL000084340,2024-01-28,Quality Issue,5.7,Exchange
RE0001252,OR0013354,OL000031301,2024-06-27,Wrong Item,12.31,Exchange
RE0001253,OR0107559,OL000251042,2024-10-05,Wrong Item,107.57,Exchange
RE0001254,OR0048622,OL000113226,2025-02-19,Quality Issue,41.36,Store Credit
RE0001255,OR0064803,OL000151360,2023-05-07,Changed Mind,21.9,Refunded
RE0001256,OR0104278,OL000243332,2024-03-17,Late Delivery,27.67,Refunded
RE0001257,OR0100308,OL000233935,2025-09-02,Price Match,8.15,Store Credit
RE0001258,OR0125459,OL000292581,2023-04-12,Late Delivery,9.36,Store Credit
RE0001259,OR0056106,OL000131036,2024-08-23,Changed Mind,5.63,Refunded
RE0001260,OR0106318,OL000248151,2026-01-17,Wrong Item,37.94,Refunded
RE0001261,OR0016304,OL000038085,2024-07-09,Quality Issue,20.6,Refunded
RE0001262,OR0003345,OL000007852,2024-08-13,Changed Mind,76.74,Refunded
RE0001263,OR0107689,OL000251333,2023-08-30,Quality Issue,101.96,Exchange
RE0001264,OR0008264,OL000019447,2025-08-05,Changed Mind,94.75,Exchange
RE0001265,OR0027805,OL000064941,2024-10-20,Changed Mind,13.8,Refunded
RE0001266,OR0024953,OL000058239,2023-08-28,Price Match,6.6,Refunded
RE0001267,OR0054320,OL000126700,2026-02-06,Wrong Item,335.99,Exchange
RE0001268,OR0022102,OL000051516,2024-01-26,Damaged,238.35,Refunded
RE0001269,OR0088082,OL000205416,2025-08-15,Price Match,5.46,Exchange
RE0001270,OR0053249,OL000124245,2025-11-27,Late Delivery,1339.71,Store Credit
RE0001271,OR0030619,OL000071504,2024-05-21,Wrong Item,19.83,Refunded
RE0001272,OR0007897,OL000018616,2024-01-22,Changed Mind,592.87,Refunded
RE0001273,OR0084054,OL000195966,2025-07-21,Price Match,64.12,Exchange
RE0001274,OR0083815,OL000195360,2023-09-27,Price Match,31.99,Refunded
RE0001275,OR0108100,OL000252267,2025-01-27,Wrong Item,16.23,Store Credit
RE0001276,OR0054035,OL000126063,2024-04-13,Duplicate Order,13.27,Exchange
RE0001277,OR0001540,OL000003618,2023-11-28,Quality Issue,4.63,Store Credit
RE0001278,OR0000020,OL000000050,2023-08-19,Wrong Item,1250.25,Exchange
RE0001279,OR0116202,OL000271089,2024-03-15,Duplicate Order,59.2,Refunded
RE0001280,OR0129472,OL000301925,2024-01-09,Late Delivery,210.8,Refunded
RE0001281,OR0046121,OL000107338,2025-07-27,Changed Mind,102.73,Refunded
RE0001282,OR0036599,OL000085168,2025-05-25,Wrong Item,11.42,Store Credit
RE0001283,OR0108936,OL000254149,2025-12-22,Quality Issue,25.82,Exchange
RE0001284,OR0122995,OL000286841,2025-01-31,Late Delivery,15.0,Refunded
RE0001285,OR0098445,OL000229585,2023-11-18,Late Delivery,12.19,Store Credit
RE0001286,OR0042150,OL000098188,2025-03-12,Damaged,124.78,Exchange
RE0001287,OR0047286,OL000110102,2023-08-27,Late Delivery,94.16,Refunded
RE0001288,OR0084824,OL000197760,2025-08-18,Quality Issue,14.08,Refunded
RE0001289,OR0013430,OL000031487,2023-01-25,Price Match,5.32,Exchange
RE0001290,OR0070683,OL000164970,2024-10-25,Late Delivery,34.81,Refunded
RE0001291,OR0007753,OL000018271,2025-05-23,Price Match,41.64,Refunded
RE0001292,OR0020235,OL000047189,2024-08-25,Quality Issue,7.91,Refunded
RE0001293,OR0035612,OL000082967,2024-08-26,Damaged,3.73,Refunded
RE0001294,OR0128149,OL000298834,2023-12-12,Changed Mind,40.3,Refunded
RE0001295,OR0117262,OL000273527,2024-11-14,Quality Issue,51.31,Refunded
RE0001296,OR0071792,OL000167536,2025-03-07,Damaged,17.77,Store Credit
RE0001297,OR0104671,OL000244283,2024-08-30,Late Delivery,99.65,Store Credit
RE0001298,OR0025529,OL000059660,2025-11-11,Changed Mind,143.84,Store Credit
RE0001299,OR0059241,OL000138299,2023-06-06,Quality Issue,9.36,Store Credit
RE0001300,OR0114804,OL000267847,2023-03-22,Damaged,57.59,Store Credit
RE0001301,OR0076232,OL000177889,2025-08-10,Price Match,139.26,Exchange
RE0001302,OR0046842,OL000109099,2024-06-12,Changed Mind,527.48,Refunded
RE0001303,OR0034933,OL000081368,2024-01-31,Changed Mind,109.87,Refunded
RE0001304,OR0103488,OL000241454,2025-10-30,Wrong Item,3.61,Refunded
RE0001305,OR0087579,OL000204232,2024-12-19,Late Delivery,71.98,Refunded
RE0001306,OR0072393,OL000168931,2023-08-01,Late Delivery,12.0,Store Credit
RE0001307,OR0075125,OL000175302,2024-03-17,Late Delivery,36.64,Refunded
RE0001308,OR0027155,OL000063375,2023-12-27,Price Match,351.21,Refunded
RE0001309,OR0014421,OL000033757,2023-09-05,Late Delivery,71.81,Exchange
RE0001310,OR0035425,OL000082535,2025-02-19,Late Delivery,3.58,Refunded
RE0001311,OR0112428,OL000262271,2023-12-09,Late Delivery,308.44,Store Credit
RE0001312,OR0103388,OL000241221,2025-11-29,Changed Mind,250.96,Store Credit
RE0001313,OR0088002,OL000205226,2024-01-27,Quality Issue,279.67,Exchange
RE0001314,OR0091168,OL000212710,2024-05-06,Wrong Item,4.93,Refunded
RE0001315,OR0013622,OL000031965,2024-05-25,Late Delivery,69.62,Refunded
RE0001316,OR0081102,OL000189052,2025-07-02,Changed Mind,16.67,Store Credit
RE0001317,OR0048979,OL000114002,2025-11-14,Price Match,20.34,Exchange
RE0001318,OR0007402,OL000017408,2024-09-07,Wrong Item,35.52,Exchange
RE0001319,OR0123242,OL000287440,2023-09-30,Price Match,28.76,Refunded
RE0001320,OR0005280,OL000012335,2024-12-03,Quality Issue,108.39,Exchange
RE0001321,OR0013774,OL000032320,2024-04-12,Duplicate Order,28.2,Refunded
RE0001322,OR0040473,OL000094260,2025-04-12,Price Match,139.41,Store Credit
RE0001323,OR0008658,OL000020363,2025-08-30,Wrong Item,40.97,Exchange
RE0001324,OR0081964,OL000191088,2025-02-10,Duplicate Order,37.59,Refunded
RE0001325,OR0102129,OL000238190,2025-12-25,Late Delivery,4.32,Exchange
RE0001326,OR0091113,OL000212575,2023-09-25,Wrong Item,20.32,Refunded
RE0001327,OR0109379,OL000255166,2026-01-03,Duplicate Order,150.55,Refunded
RE0001328,OR0105457,OL000246090,2023-04-29,Quality Issue,6.71,Refunded
RE0001329,OR0115236,OL000268853,2025-03-10,Duplicate Order,87.28,Refunded
RE0001330,OR0038658,OL000090037,2024-10-26,Damaged,3.66,Refunded
RE0001331,OR0066732,OL000155867,2024-10-06,Price Match,18.65,Refunded
RE0001332,OR0011569,OL000027240,2025-08-17,Quality Issue,12.4,Refunded
RE0001333,OR0042118,OL000098109,2024-08-24,Quality Issue,4.03,Refunded
RE0001334,OR0054392,OL000126878,2025-03-11,Changed Mind,349.44,Refunded
RE0001335,OR0009533,OL000022411,2025-09-23,Quality Issue,9.79,Exchange
RE0001336,OR0087959,OL000205123,2025-06-17,Price Match,355.01,Refunded
RE0001337,OR0050910,OL000118667,2023-03-22,Quality Issue,10.4,Refunded
RE0001338,OR0053171,OL000124049,2023-12-14,Late Delivery,160.01,Refunded
RE0001339,OR0125867,OL000293545,2025-07-13,Changed Mind,36.51,Refunded
RE0001340,OR0031033,OL000072435,2025-05-03,Quality Issue,126.67,Exchange
RE0001341,OR0083449,OL000194491,2025-03-09,Quality Issue,99.29,Store Credit
RE0001342,OR0026110,OL000061007,2023-09-19,Wrong Item,181.56,Refunded
RE0001343,OR0120391,OL000280679,2024-07-30,Late Delivery,118.12,Refunded
RE0001344,OR0087223,OL000203392,2024-09-30,Quality Issue,43.62,Refunded
RE0001345,OR0034779,OL000081045,2023-11-10,Price Match,97.95,Refunded
RE0001346,OR0011858,OL000027895,2024-06-19,Wrong Item,114.7,Exchange
RE0001347,OR0010057,OL000023651,2023-11-07,Price Match,179.86,Refunded
RE0001348,OR0054585,OL000127362,2025-02-03,Quality Issue,587.01,Exchange
RE0001349,OR0022321,OL000052012,2024-07-31,Damaged,5.6,Refunded
RE0001350,OR0008509,OL000020014,2024-07-03,Damaged,85.73,Store Credit
RE0001351,OR0116963,OL000272793,2023-12-20,Quality Issue,247.41,Exchange
RE0001352,OR0099313,OL000231668,2025-02-12,Price Match,4.53,Refunded
RE0001353,OR0096228,OL000224464,2025-05-17,Damaged,43.69,Refunded
RE0001354,OR0051613,OL000120341,2025-03-10,Wrong Item,5.67,Refunded
RE0001355,OR0017565,OL000040992,2023-10-31,Price Match,154.96,Refunded
RE0001356,OR0125537,OL000292780,2025-02-17,Changed Mind,23.58,Refunded
RE0001357,OR0035959,OL000083774,2025-06-07,Quality Issue,106.03,Exchange
RE0001358,OR0125846,OL000293485,2025-12-11,Duplicate Order,76.2,Refunded
RE0001359,OR0111613,OL000260365,2025-07-16,Damaged,9.37,Refunded
RE0001360,OR0023661,OL000055138,2023-11-22,Price Match,74.86,Refunded
RE0001361,OR0019788,OL000046161,2025-10-13,Price Match,21.81,Refunded
RE0001362,OR0005142,OL000012007,2025-02-17,Changed Mind,20.36,Store Credit
RE0001363,OR0111583,OL000260291,2025-03-13,Changed Mind,101.88,Refunded
RE0001364,OR0104798,OL000244589,2024-03-30,Damaged,10.0,Refunded
RE0001365,OR0128430,OL000299511,2023-04-13,Quality Issue,297.49,Refunded
RE0001366,OR0053769,OL000125466,2023-09-03,Changed Mind,167.17,Refunded
RE0001367,OR0095586,OL000223023,2025-07-14,Changed Mind,24.04,Refunded
RE0001368,OR0120899,OL000281914,2024-06-22,Changed Mind,4.8,Refunded
RE0001369,OR0046693,OL000108754,2024-01-05,Changed Mind,5.54,Refunded
RE0001370,OR0038200,OL000088984,2024-10-08,Wrong Item,13.08,Refunded
RE0001371,OR0033882,OL000078984,2025-08-22,Late Delivery,87.74,Store Credit
RE0001372,OR0018687,OL000043602,2023-10-13,Late Delivery,5.71,Refunded
RE0001373,OR0050292,OL000117157,2025-02-20,Price Match,259.01,Exchange
RE0001374,OR0016310,OL000038099,2025-01-06,Quality Issue,34.36,Refunded
RE0001375,OR0062034,OL000144776,2025-12-03,Changed Mind,46.18,Refunded
RE0001376,OR0116018,OL000270674,2023-08-09,Late Delivery,99.69,Refunded
RE0001377,OR0007576,OL000017848,2024-08-15,Late Delivery,84.12,Refunded
RE0001378,OR0089242,OL000208123,2025-09-23,Price Match,506.87,Refunded
RE0001379,OR0079551,OL000185470,2024-04-26,Late Delivery,36.16,Refunded
RE0001380,OR0103721,OL000241987,2024-10-16,Price Match,104.69,Store Credit
RE0001381,OR0029250,OL000068319,2025-02-15,Quality Issue,79.01,Refunded
RE0001382,OR0122762,OL000286258,2025-08-17,Wrong Item,12.52,Refunded
RE0001383,OR0080744,OL000188192,2023-11-13,Late Delivery,22.55,Refunded
RE0001384,OR0068058,OL000158882,2024-03-08,Quality Issue,213.95,Refunded
RE0001385,OR0086132,OL000200791,2025-05-05,Quality Issue,30.89,Store Credit
RE0001386,OR0034316,OL000079941,2023-11-11,Damaged,4.51,Refunded
RE0001387,OR0093785,OL000218881,2023-01-11,Wrong Item,66.77,Store Credit
RE0001388,OR0027429,OL000064044,2024-07-22,Damaged,39.94,Refunded
RE0001389,OR0041984,OL000097801,2024-07-08,Damaged,108.38,Store Credit
RE0001390,OR0044589,OL000103765,2023-03-25,Late Delivery,112.62,Refunded
RE0001391,OR0122845,OL000286450,2024-07-23,Late Delivery,186.66,Exchange
RE0001392,OR0014982,OL000035022,2025-06-08,Duplicate Order,192.46,Store Credit
RE0001393,OR0098717,OL000230268,2025-05-08,Price Match,10.14,Exchange
RE0001394,OR0058077,OL000135616,2025-01-13,Wrong Item,68.36,Refunded
