order_id,customer_id,store_id,sales_channel,order_datetime,campaign_id,payment_method,fulfillment_type
OR0026195,CU005654,ST0114,Marketplace,2024-03-25 12:44:00,CA00663,Debit Card,Standard
OR0026196,CU035726,ONLINE,Marketplace,2023-03-28 10:01:00,UNKNOWN,Credit Card,Express
OR0026197,CU011855,ST0016,In-Store,2025-10-28 15:36:00,CA00371,Credit Card,Standard
OR0026198,CU031337,ST0113,Online,2025-05-03 20:15:00,UNKNOWN,PayPal,Standard
OR0026199,CU035885,ST0026,Online,2023-07-25 12:29:00,UNKNOWN,Debit Card,Standard
OR0026200,CU015375,ST0067,In-Store,2024-06-18 09:30:00,CA00021,Debit Card,Standard
OR0026201,CU018601,ST0022,Mobile App,2023-07-21 13:44:00,UNKNOWN,Credit Card,Standard
OR0026202,CU014627,ST0044,Mobile App,2025-06-27 19:25:00,UNKNOWN,Debit Card,Standard
OR0026203,CU034155,ST0033,Mobile App,2023-10-28 20:15:00,UNKNOWN,Credit Card,Express
OR0026204,CU017302,ONLINE,Marketplace,2024-06-03 08:16:00,CA00492,Credit Card,Standard
OR0026205,CU027542,ST0103,In-Store,2025-01-23 21:14:00,UNKNOWN,Cash,Standard
OR0026206,CU019406,ST0036,In-Store,2025-10-27 17:39:00,CA00431,Credit Card,Express
OR0026207,CU036403,ONLINE,Marketplace,2024-03-22 17:59:00,UNKNOWN,PayPal,Pickup
OR0026208,CU048822,ST0020,In-Store,2024-10-16 16:04:00,UNKNOWN,Credit Card,Express
OR0026209,CU030933,ONLINE,Online,2024-10-13 14:11:00,CA00224,Credit Card,Standard
OR0026210,CU024367,ST0008,In-Store,2023-07-09 09:22:00,CA00824,Credit Card,Standard
OR0026211,CU040459,ONLINE,Online,2023-09-23 09:13:00,UNKNOWN,Credit Card,Standard
OR0026212,CU023025,ST0106,In-Store,2024-03-07 08:03:00,UNKNOWN,Cash,Standard
OR0026213,CU037889,ST0088,In-Store,2024-10-06 17:37:00,UNKNOWN,Credit Card,Standard
OR0026214,CU013715,ST0078,Online,2025-05-02 19:23:00,UNKNOWN,Credit Card,Standard
OR0026215,CU047943,ST0060,Mobile App,2024-11-11 13:40:00,UNKNOWN,Debit Card,Standard
OR0026216,CU029464,ONLINE,Online,2025-11-23 12:19:00,CA00169,Cash,Standard
OR0026217,CU019680,ST0103,Mobile App,2024-07-15 20:00:00,CA00539,Credit Card,Standard
OR0026218,CU002444,ST0087,In-Store,2024-04-10 11:18:00,CA00585,Debit Card,Standard
OR0026219,CU043542,ONLINE,Online,2025-04-28 14:45:00,CA00403,Credit Card,Pickup
OR0026220,CU009043,ST0032,Online,2025-05-01 21:45:00,UNKNOWN,Debit Card,Standard
OR0026221,CU000308,ST0034,Mobile App,2025-03-17 12:00:00,UNKNOWN,Debit Card,Standard
OR0026222,CU007982,ST0077,Online,2024-04-20 14:53:00,CA00561,PayPal,Express
OR0026223,CU000683,ST0034,Mobile App,2024-09-16 15:47:00,UNKNOWN,Credit Card,Standard
OR0026224,CU009871,ST0041,Mobile App,2025-09-26 10:00:00,CA00430,Credit Card,Standard
OR0026225,CU034564,ONLINE,Mobile App,2023-12-30 18:07:00,CA00312,Credit Card,Standard
OR0026226,CU045999,ST0067,Online,2024-07-08 18:26:00,CA00784,Debit Card,Pickup
OR0026227,CU048330,ST0113,Online,2024-06-06 21:19:00,UNKNOWN,PayPal,Express
OR0026228,CU013961,ONLINE,Mobile App,2025-04-21 20:41:00,UNKNOWN,Cash,Standard
OR0026229,CU000608,ST0094,Mobile App,2023-02-14 12:36:00,UNKNOWN,Credit Card,Standard
OR0026230,CU018590,ST0050,In-Store,2024-03-15 11:33:00,CA00027,PayPal,Pickup
OR0026231,CU025303,ST0001,Marketplace,2025-08-02 18:39:00,UNKNOWN,Credit Card,Express
OR0026232,CU017924,ST0053,In-Store,2024-07-28 16:36:00,UNKNOWN,Gift Card,Standard
OR0026233,CU025996,ONLINE,Online,2023-12-22 18:16:00,UNKNOWN,Credit Card,Standard
OR0026234,CU041120,ST0113,In-Store,2025-05-02 10:43:00,UNKNOWN,PayPal,Pickup
OR0026235,CU038400,ST0112,Marketplace,2023-09-11 08:19:00,UNKNOWN,Credit Card,Same Day
OR0026236,CU029689,ST0059,Marketplace,2025-02-25 22:02:00,UNKNOWN,Debit Card,Standard
OR0026237,CU040443,ONLINE,Online,2023-12-09 11:50:00,CA00327,Credit Card,Express
OR0026238,CU017155,ST0032,Online,2025-01-03 12:17:00,UNKNOWN,Debit Card,Pickup
OR0026239,CU045010,ONLINE,Online,2024-12-04 15:40:00,UNKNOWN,Gift Card,Pickup
OR0026240,CU022230,ST0075,Mobile App,2024-03-08 21:18:00,UNKNOWN,Debit Card,Pickup
OR0026241,CU011746,ONLINE,Online,2025-08-16 13:58:00,CA00119,PayPal,Standard
OR0026242,CU017033,ONLINE,Mobile App,2023-04-19 20:05:00,CA00710,Debit Card,Standard
OR0026243,CU023383,ST0099,Online,2025-11-05 22:33:00,CA00261,Credit Card,Same Day
OR0026244,CU027432,ONLINE,Marketplace,2023-09-13 21:47:00,UNKNOWN,PayPal,Standard
OR0026245,CU033298,ST0093,Online,2023-07-22 18:33:00,CA00445,Credit Card,Standard
OR0026246,CU031480,ONLINE,Online,2023-10-08 13:31:00,CA00793,PayPal,Pickup
OR0026247,CU041300,ST0063,Online,2024-08-21 17:46:00,UNKNOWN,Credit Card,Standard
OR0026248,CU015124,ST0109,Online,2025-01-26 15:29:00,CA00548,Debit Card,Pickup
OR0026249,CU029043,ST0028,In-Store,2025-05-08 17:40:00,UNKNOWN,Debit Card,Express
OR0026250,CU004503,ST0114,In-Store,2023-06-28 21:28:00,UNKNOWN,PayPal,Standard
OR0026251,CU041251,ONLINE,Marketplace,2025-05-22 14:35:00,CA00016,Debit Card,Standard
OR0026252,CU012150,ONLINE,Mobile App,2024-03-12 12:12:00,UNKNOWN,Credit Card,Standard
OR0026253,CU000805,ST0008,In-Store,2023-09-24 21:36:00,UNKNOWN,Gift Card,Same Day
OR0026254,CU034710,ST0031,In-Store,2025-01-23 12:02:00,UNKNOWN,Cash,Standard
OR0026255,CU042310,ST0017,Online,2024-08-27 16:49:00,CA00366,Credit Card,Standard
OR0026256,CU026537,ST0119,In-Store,2024-05-14 19:25:00,UNKNOWN,Credit Card,Standard
OR0026257,CU007995,ONLINE,Mobile App,2024-08-02 14:05:00,UNKNOWN,Gift Card,Standard
OR0026258,CU043799,ST0066,Online,2024-08-08 12:36:00,UNKNOWN,Credit Card,Express
OR0026259,CU037347,ST0075,Online,2024-07-28 14:56:00,CA00592,Debit Card,Standard
OR0026260,CU039121,ST0103,Mobile App,2023-11-08 18:51:00,UNKNOWN,PayPal,Express
OR0026261,CU041181,ST0050,Online,2023-08-18 14:27:00,UNKNOWN,PayPal,Standard
OR0026262,CU038921,ONLINE,Mobile App,2024-01-08 09:57:00,CA00266,Debit Card,Standard
OR0026263,CU025831,ST0007,In-Store,2024-11-16 15:29:00,UNKNOWN,Gift Card,Express
OR0026264,CU041373,ST0063,In-Store,2023-05-15 09:56:00,UNKNOWN,PayPal,Standard
OR0026265,CU018210,ST0082,In-Store,2024-02-26 11:14:00,UNKNOWN,Debit Card,Standard
OR0026266,CU016232,ST0073,In-Store,2024-04-11 12:48:00,UNKNOWN,Debit Card,Standard
OR0026267,CU000091,ST0024,In-Store,2025-11-09 19:10:00,UNKNOWN,Debit Card,Express
OR0026268,CU008469,ST0068,Online,2024-08-15 12:32:00,UNKNOWN,Credit Card,Express
OR0026269,CU017624,ST0110,Online,2024-03-18 19:12:00,UNKNOWN,PayPal,Standard
OR0026270,CU000012,ONLINE,Mobile App,2025-11-06 15:22:00,UNKNOWN,Debit Card,Pickup
OR0026271,CU029256,ST0057,Mobile App,2023-02-17 14:46:00,UNKNOWN,Cash,Pickup
OR0026272,CU013885,ST0006,Online,2025-11-16 13:10:00,UNKNOWN,Credit Card,Standard
OR0026273,CU013700,ST0061,In-Store,2025-04-21 22:39:00,CA00031,Credit Card,Express
OR0026274,CU029015,ST0090,Mobile App,2025-06-25 15:28:00,UNKNOWN,Debit Card,Standard
OR0026275,CU002390,ST0031,Online,2024-09-27 10:23:00,CA00436,Credit Card,Standard
OR0026276,CU003635,ST0053,Online,2023-05-14 11:50:00,UNKNOWN,Debit Card,Standard
OR0026277,CU048020,ST0049,Online,2025-11-02 21:26:00,CA00510,PayPal,Standard
OR0026278,CU048118,ST0065,In-Store,2024-03-02 10:10:00,UNKNOWN,Credit Card,Standard
OR0026279,CU012720,ONLINE,Mobile App,2025-09-05 19:12:00,CA00291,PayPal,Express
OR0026280,CU014992,ST0004,Mobile App,2025-06-04 13:29:00,UNKNOWN,Credit Card,Standard
OR0026281,CU036307,ST0003,Online,2025-08-31 22:15:00,UNKNOWN,Cash,Express
OR0026282,CU030317,ST0073,Mobile App,2023-09-15 19:25:00,UNKNOWN,Debit Card,Pickup
OR0026283,CU002450,ST0065,In-Store,2023-06-14 16:19:00,UNKNOWN,Credit Card,Standard
OR0026284,CU003538,ST0107,Online,2025-07-10 22:29:00,UNKNOWN,Cash,Express
OR0026285,CU036299,ST0071,In-Store,2025-09-16 16:54:00,UNKNOWN,Debit Card,Standard
OR0026286,CU023602,ST0012,In-Store,2023-06-15 11:35:00,CA00881,Credit Card,Standard
OR0026287,CU024777,ONLINE,Mobile App,2023-08-11 08:32:00,UNKNOWN,Credit Card,Standard
OR0026288,CU008048,ST0112,Online,2025-04-28 18:45:00,UNKNOWN,Debit Card,Standard
OR0026289,CU039456,ST0034,Mobile App,2023-10-25 18:27:00,UNKNOWN,Credit Card,Standard
OR0026290,CU006945,ST0046,In-Store,2024-08-06 20:32:00,UNKNOWN,PayPal,Express
OR0026291,CU045778,ONLINE,Mobile App,2025-04-01 18:23:00,UNKNOWN,Gift Card,Same Day
OR0026292,CU038896,ST0033,In-Store,2025-07-09 09:02:00,UNKNOWN,Cash,Standard
OR0026293,CU020851,ST0052,Mobile App,2024-06-02 14:32:00,UNKNOWN,Credit Card,Standard
OR0026294,CU027546,ST0118,Online,2024-04-19 18:37:00,UNKNOWN,Credit Card,Standard
OR0026295,CU037899,ST0031,Marketplace,2025-11-01 17:10:00,UNKNOWN,Gift Card,Standard
OR0026296,CU025015,ST0022,Online,2025-06-19 16:41:00,UNKNOWN,Debit Card,Express
OR0026297,CU004496,ST0064,Online,2025-03-31 21:24:00,UNKNOWN,Credit Card,Standard
OR0026298,CU021719,ST0036,Mobile App,2025-11-23 12:00:00,CA00058,Cash,Standard
OR0026299,CU004302,ST0066,In-Store,2024-12-13 11:09:00,UNKNOWN,PayPal,Express
OR0026300,CU032276,ST0103,In-Store,2025-05-09 17:42:00,UNKNOWN,Debit Card,Pickup
OR0026301,CU010165,ST0117,Mobile App,2023-03-16 21:42:00,UNKNOWN,Cash,Express
OR0026302,CU015272,ST0038,Mobile App,2024-01-26 11:11:00,UNKNOWN,Debit Card,Express
OR0026303,CU044673,ST0101,In-Store,2025-06-26 17:05:00,UNKNOWN,Cash,Standard
OR0026304,CU009360,ST0061,Mobile App,2025-10-27 13:54:00,UNKNOWN,Credit Card,Standard
OR0026305,CU011147,ONLINE,Mobile App,2023-09-05 21:34:00,UNKNOWN,Credit Card,Pickup
OR0026306,CU027627,ST0012,Online,2024-04-11 10:45:00,UNKNOWN,Cash,Standard
OR0026307,CU021522,ST0066,In-Store,2025-04-23 16:16:00,UNKNOWN,Debit Card,Standard
OR0026308,CU049695,ONLINE,Online,2024-08-03 21:19:00,UNKNOWN,Credit Card,Standard
OR0026309,CU042544,ST0024,In-Store,2025-07-06 15:02:00,CA00342,PayPal,Standard
OR0026310,CU036907,ST0051,In-Store,2025-01-26 13:58:00,UNKNOWN,Credit Card,Pickup
OR0026311,CU007413,ONLINE,Marketplace,2025-04-10 18:50:00,CA00836,Credit Card,Pickup
OR0026312,CU039213,ST0116,Marketplace,2024-05-09 18:20:00,UNKNOWN,Cash,Standard
OR0026313,CU042671,ONLINE,Online,2024-02-26 09:34:00,UNKNOWN,Debit Card,Pickup
OR0026314,CU044931,ST0082,Mobile App,2025-12-04 22:02:00,UNKNOWN,Debit Card,Express
OR0026315,CU003148,ST0016,Online,2023-06-04 12:27:00,UNKNOWN,Debit Card,Express
OR0026316,CU024183,ST0076,Online,2023-09-22 08:38:00,CA00612,Debit Card,Standard
OR0026317,CU008517,ST0048,Online,2023-10-28 21:03:00,UNKNOWN,Cash,Standard
OR0026318,CU040698,ONLINE,Online,2025-06-14 13:53:00,UNKNOWN,Cash,Same Day
OR0026319,CU017926,ST0067,Marketplace,2025-06-15 20:42:00,UNKNOWN,Gift Card,Standard
OR0026320,CU011065,ST0055,Online,2024-08-12 12:27:00,UNKNOWN,Debit Card,Express
OR0026321,CU039170,ONLINE,Mobile App,2025-11-06 21:50:00,CA00861,Debit Card,Standard
OR0026322,CU003834,ONLINE,Mobile App,2024-05-14 21:46:00,UNKNOWN,Credit Card,Standard
OR0026323,CU048423,ST0043,Online,2025-09-30 22:45:00,UNKNOWN,Cash,Pickup
OR0026324,CU038881,ST0006,In-Store,2024-07-18 16:10:00,UNKNOWN,PayPal,Standard
OR0026325,CU046866,ST0120,In-Store,2024-03-11 19:28:00,UNKNOWN,Debit Card,Standard
OR0026326,CU004054,ST0102,In-Store,2024-08-29 09:14:00,CA00696,Debit Card,Express
OR0026327,CU013573,ST0003,In-Store,2025-02-23 08:49:00,UNKNOWN,Credit Card,Standard
OR0026328,CU027074,ST0117,In-Store,2025-01-15 19:55:00,CA00898,Credit Card,Standard
OR0026329,CU011205,ONLINE,Marketplace,2025-07-10 22:34:00,UNKNOWN,Credit Card,Standard
OR0026330,CU023660,ST0114,In-Store,2023-05-08 11:59:00,UNKNOWN,Debit Card,Pickup
OR0026331,CU003544,ONLINE,Mobile App,2024-11-17 22:55:00,UNKNOWN,Credit Card,Express
OR0026332,CU036997,ST0085,In-Store,2023-08-09 20:36:00,UNKNOWN,Gift Card,Standard
OR0026333,CU037785,ST0012,In-Store,2024-06-28 21:02:00,CA00202,Credit Card,Express
OR0026334,CU016477,ST0075,Mobile App,2023-05-21 08:01:00,UNKNOWN,Credit Card,Pickup
OR0026335,CU039660,ONLINE,Online,2024-06-02 09:16:00,CA00256,Cash,Express
OR0026336,CU008920,ST0098,Mobile App,2025-10-26 15:35:00,CA00229,PayPal,Standard
OR0026337,CU017520,ONLINE,Online,2025-10-25 18:39:00,UNKNOWN,Credit Card,Same Day
OR0026338,CU004239,ONLINE,Online,2025-10-22 15:18:00,CA00427,Gift Card,Pickup
OR0026339,CU013142,ST0081,In-Store,2024-08-29 21:43:00,CA00428,Cash,Standard
OR0026340,CU014792,ST0063,Mobile App,2025-08-08 20:27:00,UNKNOWN,Credit Card,Express
OR0026341,CU042006,ST0014,In-Store,2025-05-07 14:00:00,CA00310,Debit Card,Standard
OR0026342,CU007299,ST0002,In-Store,2025-08-14 09:50:00,UNKNOWN,PayPal,Pickup
OR0026343,CU031812,ST0061,Mobile App,2023-10-07 18:24:00,CA00090,Credit Card,Same Day
OR0026344,CU026520,ST0013,In-Store,2025-10-21 17:55:00,UNKNOWN,Cash,Pickup
OR0026345,CU003096,ST0094,Online,2025-11-09 21:11:00,CA00022,Credit Card,Pickup
OR0026346,CU044876,ST0107,In-Store,2023-07-16 12:34:00,CA00166,Credit Card,Standard
OR0026347,CU049031,ST0103,Marketplace,2025-10-19 19:23:00,CA00005,Credit Card,Standard
OR0026348,CU024049,ST0020,Mobile App,2025-03-12 12:50:00,UNKNOWN,Debit Card,Standard
OR0026349,CU036141,ONLINE,Online,2024-08-02 10:36:00,UNKNOWN,Credit Card,Standard
OR0026350,CU029084,ST0113,In-Store,2024-04-12 12:44:00,UNKNOWN,Credit Card,Express
OR0026351,CU023415,ST0036,Online,2025-09-04 19:26:00,UNKNOWN,Credit Card,Standard
OR0026352,CU008967,ST0012,Mobile App,2025-09-28 13:43:00,UNKNOWN,Debit Card,Standard
OR0026353,CU044546,ST0109,In-Store,2025-09-29 22:59:00,UNKNOWN,Credit Card,Express
OR0026354,CU021560,ST0017,Marketplace,2025-12-26 13:31:00,UNKNOWN,Debit Card,Express
OR0026355,CU032109,ST0039,Mobile App,2024-03-13 21:43:00,UNKNOWN,Cash,Standard
OR0026356,CU012756,ST0067,Mobile App,2024-09-24 15:22:00,UNKNOWN,PayPal,Standard
OR0026357,CU032562,ST0106,Online,2024-05-20 17:52:00,UNKNOWN,Cash,Standard
OR0026358,CU020256,ST0013,In-Store,2023-01-26 20:15:00,CA00441,Credit Card,Express
OR0026359,CU011569,ST0077,In-Store,2024-12-08 22:51:00,CA00774,Debit Card,Standard
OR0026360,CU043857,ST0031,In-Store,2024-06-23 11:05:00,UNKNOWN,Debit Card,Standard
OR0026361,CU003511,ST0003,Online,2023-12-28 08:49:00,UNKNOWN,Credit Card,Standard
OR0026362,CU026208,ST0016,Marketplace,2023-02-16 14:34:00,UNKNOWN,Debit Card,Standard
OR0026363,CU048169,ST0062,In-Store,2023-05-25 16:14:00,UNKNOWN,Debit Card,Standard
OR0026364,CU001144,ST0081,Mobile App,2023-03-06 22:24:00,UNKNOWN,Credit Card,Express
OR0026365,CU049113,ST0010,In-Store,2023-07-06 13:50:00,UNKNOWN,Cash,Same Day
OR0026366,CU025274,ST0103,In-Store,2023-05-10 19:39:00,UNKNOWN,Credit Card,Standard
OR0026367,CU043513,ST0118,In-Store,2024-06-29 19:44:00,UNKNOWN,Credit Card,Pickup
OR0026368,CU015675,ONLINE,Marketplace,2023-02-02 16:11:00,UNKNOWN,Gift Card,Pickup
OR0026369,CU031758,ST0100,Marketplace,2023-01-25 14:14:00,CA00134,Gift Card,Pickup
OR0026370,CU002130,ST0025,In-Store,2025-07-03 12:35:00,UNKNOWN,Debit Card,Standard
OR0026371,CU029781,ST0077,Online,2024-03-17 15:39:00,UNKNOWN,Cash,Standard
OR0026372,CU004071,ONLINE,Mobile App,2025-05-10 17:44:00,CA00770,PayPal,Standard
OR0026373,CU015406,ST0061,In-Store,2025-11-07 08:53:00,UNKNOWN,Credit Card,Express
OR0026374,CU020547,ST0002,Online,2023-03-31 12:31:00,UNKNOWN,Gift Card,Standard
OR0026375,CU028214,ST0103,In-Store,2023-07-16 08:49:00,UNKNOWN,Gift Card,Standard
OR0026376,CU035463,ST0017,Marketplace,2025-12-06 14:32:00,UNKNOWN,Credit Card,Same Day
OR0026377,CU002014,ONLINE,Online,2025-05-22 21:22:00,CA00747,Credit Card,Express
OR0026378,CU032924,ST0091,In-Store,2023-05-13 14:30:00,CA00338,PayPal,Pickup
OR0026379,CU001499,ST0106,In-Store,2024-08-14 15:31:00,UNKNOWN,Debit Card,Standard
OR0026380,CU009343,ST0097,Online,2023-12-13 19:47:00,UNKNOWN,Credit Card,Pickup
OR0026381,CU044369,ST0009,Online,2023-12-13 22:55:00,UNKNOWN,Credit Card,Pickup
OR0026382,CU002442,ONLINE,Marketplace,2025-05-18 11:32:00,CA00604,Credit Card,Standard
OR0026383,CU037123,ST0095,Online,2024-03-26 08:42:00,CA00430,Cash,Express
OR0026384,CU042555,ST0054,Marketplace,2024-05-03 13:40:00,UNKNOWN,Credit Card,Express
OR0026385,CU014311,ST0104,In-Store,2023-06-13 17:50:00,UNKNOWN,Debit Card,Pickup
OR0026386,CU046177,ST0060,Mobile App,2023-04-18 13:53:00,UNKNOWN,Debit Card,Standard
OR0026387,CU005092,ST0076,Marketplace,2025-04-05 21:58:00,UNKNOWN,PayPal,Express
OR0026388,CU036889,ST0051,Online,2024-03-09 11:16:00,CA00005,PayPal,Standard
OR0026389,CU045519,ST0027,Mobile App,2025-11-12 11:00:00,UNKNOWN,Debit Card,Pickup
OR0026390,CU039409,ST0065,Online,2025-05-08 13:52:00,UNKNOWN,Credit Card,Standard
OR0026391,CU030538,ST0056,Online,2023-12-18 15:40:00,CA00505,Gift Card,Standard
OR0026392,CU043594,ST0023,In-Store,2025-06-30 09:51:00,UNKNOWN,Credit Card,Express
OR0026393,CU018617,ONLINE,Online,2024-12-10 19:05:00,UNKNOWN,Cash,Standard
OR0026394,CU013585,ST0013,Online,2025-01-07 17:15:00,CA00456,Cash,Standard
OR0026395,CU048531,ST0041,In-Store,2024-01-02 20:17:00,UNKNOWN,Cash,Express
OR0026396,CU034634,ST0084,Marketplace,2024-07-30 21:21:00,CA00754,Gift Card,Standard
OR0026397,CU040284,ST0075,In-Store,2025-12-09 15:38:00,CA00647,PayPal,Standard
OR0026398,CU001372,ST0101,Marketplace,2023-08-15 20:41:00,UNKNOWN,Credit Card,Standard
OR0026399,CU034051,ONLINE,Online,2025-08-31 14:10:00,UNKNOWN,Debit Card,Standard
OR0026400,CU030980,ONLINE,Mobile App,2025-05-31 17:46:00,UNKNOWN,Gift Card,Standard
OR0026401,CU014312,ST0008,In-Store,2025-03-20 16:58:00,UNKNOWN,Gift Card,Express
OR0026402,CU029986,ONLINE,Online,2024-07-17 20:17:00,UNKNOWN,PayPal,Express
OR0026403,CU028057,ST0074,In-Store,2025-09-10 20:18:00,UNKNOWN,PayPal,Express
OR0026404,CU016945,ONLINE,Online,2025-06-17 18:09:00,UNKNOWN,Debit Card,Same Day
OR0026405,CU048590,ST0025,In-Store,2023-05-21 16:04:00,UNKNOWN,PayPal,Express
OR0026406,CU035042,ST0036,Mobile App,2025-03-24 18:11:00,UNKNOWN,Gift Card,Standard
OR0026407,CU006624,ST0044,In-Store,2024-06-18 15:21:00,CA00314,Debit Card,Standard
OR0026408,CU042430,ST0048,Marketplace,2023-06-20 11:39:00,UNKNOWN,Cash,Standard
OR0026409,CU039739,ONLINE,Online,2023-02-07 10:34:00,UNKNOWN,PayPal,Standard
OR0026410,CU033923,ST0119,Online,2024-04-27 13:02:00,UNKNOWN,Credit Card,Express
OR0026411,CU026425,ST0035,Mobile App,2024-03-24 22:02:00,CA00735,Cash,Standard
OR0026412,CU005053,ST0077,In-Store,2024-05-24 20:49:00,UNKNOWN,Debit Card,Express
OR0026413,CU042119,ST0053,In-Store,2025-10-19 21:19:00,CA00438,Cash,Standard
OR0026414,CU016584,ONLINE,Mobile App,2024-05-05 21:42:00,UNKNOWN,PayPal,Standard
OR0026415,CU025095,ST0045,Online,2025-08-15 20:33:00,CA00356,Debit Card,Standard
OR0026416,CU028585,ST0090,Online,2024-11-29 19:00:00,UNKNOWN,Credit Card,Standard
OR0026417,CU018241,ONLINE,Marketplace,2023-09-22 09:06:00,UNKNOWN,Cash,Standard
OR0026418,CU026510,ST0053,Online,2024-03-07 14:32:00,CA00627,Debit Card,Pickup
OR0026419,CU042907,ST0035,Online,2023-12-01 12:10:00,CA00369,PayPal,Standard
OR0026420,CU016343,ONLINE,Online,2025-04-23 17:05:00,CA00221,Credit Card,Express
OR0026421,CU029119,ST0101,Online,2025-05-24 12:55:00,UNKNOWN,Cash,Standard
OR0026422,CU033873,ONLINE,Mobile App,2023-09-18 09:36:00,UNKNOWN,Credit Card,Express
OR0026423,CU004997,ONLINE,Mobile App,2024-12-07 08:11:00,CA00106,Credit Card,Standard
OR0026424,CU018961,ST0081,In-Store,2024-06-09 11:35:00,UNKNOWN,Cash,Standard
OR0026425,CU040946,ONLINE,Mobile App,2025-09-09 14:56:00,UNKNOWN,PayPal,Pickup
OR0026426,CU034197,ST0112,In-Store,2024-09-05 20:17:00,UNKNOWN,PayPal,Standard
OR0026427,CU048163,ONLINE,Marketplace,2025-04-17 16:14:00,UNKNOWN,Debit Card,Express
OR0026428,CU043785,ST0037,Online,2025-03-25 08:51:00,UNKNOWN,Credit Card,Express
OR0026429,CU000398,ONLINE,Online,2025-03-18 10:17:00,CA00500,Gift Card,Standard
OR0026430,CU029743,ST0097,Mobile App,2024-02-29 21:48:00,CA00260,PayPal,Pickup
OR0026431,CU038303,ST0069,Online,2024-08-06 11:51:00,UNKNOWN,PayPal,Express
OR0026432,CU047268,ST0028,Marketplace,2023-08-27 11:27:00,UNKNOWN,Debit Card,Standard
OR0026433,CU024965,ST0068,Marketplace,2024-09-29 12:16:00,CA00213,Debit Card,Standard
OR0026434,CU017622,ST0068,In-Store,2024-09-26 20:08:00,UNKNOWN,PayPal,Standard
OR0026435,CU006586,ST0065,In-Store,2024-12-02 13:25:00,UNKNOWN,Debit Card,Standard
OR0026436,CU002183,ONLINE,Online,2023-11-03 13:15:00,UNKNOWN,Debit Card,Express
OR0026437,CU034141,ST0087,Online,2023-05-11 08:28:00,UNKNOWN,PayPal,Express
OR0026438,CU010376,ST0007,In-Store,2024-11-22 10:52:00,CA00800,Credit Card,Standard
OR0026439,CU002443,ST0044,In-Store,2024-05-05 13:38:00,UNKNOWN,Debit Card,Standard
OR0026440,CU022297,ST0039,In-Store,2024-04-05 19:09:00,CA00840,PayPal,Express
OR0026441,CU017339,ST0084,Online,2025-04-23 17:27:00,UNKNOWN,PayPal,Pickup
OR0026442,CU020204,ST0058,Online,2025-01-18 10:41:00,UNKNOWN,Credit Card,Standard
OR0026443,CU001457,ST0031,In-Store,2024-01-17 14:12:00,UNKNOWN,Gift Card,Pickup
OR0026444,CU013109,ST0020,Online,2024-12-25 10:14:00,CA00012,Credit Card,Express
OR0026445,CU038017,ST0076,In-Store,2024-03-19 12:46:00,UNKNOWN,Debit Card,Standard
OR0026446,CU018518,ST0120,Marketplace,2025-10-19 19:58:00,CA00657,Debit Card,Pickup
OR0026447,CU049123,ST0119,Mobile App,2024-08-16 10:46:00,CA00246,PayPal,Standard
OR0026448,CU003248,ST0078,In-Store,2024-09-15 21:47:00,CA00319,Credit Card,Express
OR0026449,CU042941,ONLINE,Online,2024-06-24 09:02:00,CA00357,PayPal,Standard
OR0026450,CU024726,ST0043,In-Store,2025-01-14 16:03:00,UNKNOWN,Debit Card,Standard
OR0026451,CU016838,ST0084,Mobile App,2024-04-15 20:29:00,UNKNOWN,PayPal,Standard
OR0026452,CU035832,ONLINE,Mobile App,2024-04-08 20:24:00,UNKNOWN,PayPal,Standard
OR0026453,CU019392,ST0075,Online,2023-06-10 08:33:00,UNKNOWN,Debit Card,Express
OR0026454,CU004167,ONLINE,Mobile App,2025-02-15 22:50:00,UNKNOWN,Debit Card,Standard
OR0026455,CU011762,ST0090,Online,2025-02-07 20:52:00,UNKNOWN,PayPal,Standard
OR0026456,CU008043,ST0120,Online,2024-05-26 11:24:00,UNKNOWN,Gift Card,Standard
OR0026457,CU012160,ST0060,Mobile App,2025-10-26 08:44:00,UNKNOWN,Credit Card,Pickup
OR0026458,CU024223,ST0104,Online,2024-10-02 09:37:00,UNKNOWN,Credit Card,Standard
OR0026459,CU044901,ST0066,Mobile App,2025-10-02 15:36:00,CA00655,Gift Card,Standard
OR0026460,CU033529,ST0050,In-Store,2025-05-09 19:50:00,CA00838,PayPal,Pickup
OR0026461,CU043052,ONLINE,Online,2024-09-28 18:25:00,UNKNOWN,PayPal,Standard
OR0026462,CU031185,ST0028,In-Store,2025-12-08 18:16:00,UNKNOWN,Credit Card,Standard
OR0026463,CU000157,ONLINE,Marketplace,2023-09-01 12:04:00,CA00277,Credit Card,Same Day
OR0026464,CU036519,ONLINE,Online,2025-05-18 22:35:00,UNKNOWN,Credit Card,Express
OR0026465,CU031611,ST0065,In-Store,2025-10-30 18:33:00,UNKNOWN,Debit Card,Standard
OR0026466,CU015561,ONLINE,Online,2023-05-23 11:00:00,CA00668,Cash,Standard
OR0026467,CU003044,ST0101,In-Store,2025-01-19 22:24:00,UNKNOWN,Cash,Standard
OR0026468,CU016107,ST0065,Mobile App,2023-06-29 20:34:00,UNKNOWN,Debit Card,Standard
OR0026469,CU027604,ONLINE,Online,2024-11-05 11:18:00,UNKNOWN,Credit Card,Same Day
OR0026470,CU020764,ONLINE,Online,2023-10-02 08:04:00,UNKNOWN,Debit Card,Express
